code_paiement;date_paiement;filiale;fournisseur;montant;type_paiement;statut;banque;numero_compte;beneficiaire;reference;notes
;11/04/2024;LE ROI DES CHANTIERS;FEREIRA GABON;141.000.000,00;Virement;Validé;BGFI LRC;;FEREIRA GABON;;VIR.MULT. REGLEMENT FOURNISSEU
;11/04/2024;LE ROI DES CHANTIERS;BRIQUETERIE AZIPOH;5.600.000,00;Virement;Validé;BGFI LRC;;BRIQUETERIE AZIPOH;;VIR.MULT. REGLEMENT FOURNISSEU
;19/04/2024;LE ROI DES CHANTIERS;LEONIE;5.929.000,00;Chèque;Validé;BGFI LRC;;LEONIE;;RETRAIT CH 8878676
;22/04/2024;LE ROI DES CHANTIERS;INDASSY BLANDINE;800.000,00;Chèque;Validé;AFG LRC;;INDASSY BLANDINE;;RETRAIT   D'ESPECES    PAR CHEQUE    - Chèque   Num:  0000262
;22/04/2024;LE ROI DES CHANTIERS;SOLUGEO;3.671.375,00;Chèque;Validé;AFG LRC;;SOLUGEO;;CHEQUE   REÇUS    Num  cheq:0000188
;25/04/2024;LE ROI DES CHANTIERS;EBTP, Entreprise Bâtiment et Travaux Publics;10.000.000,00;Chèque;Validé;BGFI LRC;;EBTP, Entreprise Bâtiment et Travaux Publics;;CHEQUE NO  8878768
;25/04/2024;LE ROI DES CHANTIERS;EBTP, Entreprise Bâtiment et Travaux Publics;15.000.000,00;Chèque;Validé;AFG LRC;;EBTP, Entreprise Bâtiment et Travaux Publics;;CHEQUE   REÇUS    Num  cheq:  0000189
;26/04/2024;LE ROI DES CHANTIERS;AFRICAMAT;6.059.718,00;Chèque;Validé;BGFI LRC;;AFRICAMAT;;CHEQUE NO  8878770
;29/04/2024;LE ROI DES CHANTIERS;NFOUMOU ALLOGO M ASS BRIQUETERIE MODERNE;4.400.000,00;Chèque;Validé;BGFI LRC;;NFOUMOU ALLOGO M ASS BRIQUETERIE MODERNE;;RETRAIT CH 8878771
;29/04/2024;LE ROI DES CHANTIERS;BERNABE GABON SA;3.136.000,00;Chèque;Validé;AFG LRC;;BERNABE GABON SA;;REMISE   DE  CHEQUE   INTRA  Num  cheq: 0000190
;30/04/2024;LE ROI DES CHANTIERS;MYEL BTP;50.000.000,00;Chèque;Validé;AFG LRC;;MYEL BTP;;VIREMENT     PAIEMENT    CH  0000257
;30/04/2024;LE ROI DES CHANTIERS;CIMAF;32.400.000,00;Virement;Validé;AFG LRC;;CIMAF;;VIREMENT    EMIS     O/  LE  ROI  DES CHANTIERS    F/  CIMAF  REGLEMENT FACTURE
;02/05/2024;LE ROI DES CHANTIERS;CREDIT BAIL AFG;14.080.782,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT     ENCAISSEMENT     LOYER   CB
;02/05/2024;LE ROI DES CHANTIERS;CREDIT BAIL AFG;63.795.630,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT    ENCAISSEMENT     LOYER   CB
;08/05/2024;LE ROI DES CHANTIERS;ENCOLO BTP;20.413.650,00;Virement;Validé;BGFI LRC;;ENCOLO BTP;;VIR.MULT. RGLT PRESTATAIRES
;08/05/2024;LE ROI DES CHANTIERS;AUTHENTIC;23.425.500,00;Virement;Validé;BGFI LRC;;AUTHENTIC;;VIR.MULT. RGLT PRESTATAIRES
;08/05/2024;LE ROI DES CHANTIERS;BATIPLUS;100.000.000,00;Virement;Validé;AFG LRC;;BATIPLUS;;TRANSFERT COMPTE A COMPTE 0/  LE ROIDES CHANTIERS F/ BATI PLUS - O/LE ROI DES CHANTIERS  F/BATI- PLUS : REGLEMENT  FACTURE      0/  LE ROI DES CHANTIERSF/ BATI PLUS: O/LE ROI DES CHANTIERS  F/BATI-PLUS : REGLEMENT  FACTURE
;08/05/2024;LE ROI DES CHANTIERS;CEG BTP;96.663.441,00;Virement;Validé;AFG LRC;;CEG BTP;;VIREMENT LB  -  0/  LE ROI DES CHANTIERS F/ CE G BTP GABON  - LB000011738 VRTS PRESTATAIRES O/LE ROI DES CHANTIERS
;10/05/2024;LE ROI DES CHANTIERS;OMED VOYAGES;4.516.300,00;Chèque;Validé;AFG LRC;;OMED VOYAGES;;VIREMENT  PAIEMENT CH 0000194
;16/05/2024;LE ROI DES CHANTIERS;SOLUGEO;4.000.000,00;Chèque;Validé;BGFI LRC;;SOLUGEO;;RETRAIT CH 8878678
;17/05/2024;LE ROI DES CHANTIERS;SOGEM TP;200.000.000,00;Virement;Validé;AFG LRC;;SOGEM TP;;TRANSFERT     COMPTE   A  COMPTE   01 LE ROI  DES  CHANTIERS    F/  SOGEM   TP  - RGT  FACT      0/  LE  ROI DES CHANTIERSF/     SOGEM   TP  RGT  FACT
;17/05/2024;LE ROI DES CHANTIERS;SOGEM TP;13.923.000,00;Virement;Validé;AFG LRC;;SOGEM TP;;TRANSFERT    COMPTE   A  COMPTE   0/  LE ROIDES  CHANTIERS    F/  SOGEM   TP  - O/LE  ROI  DES  CHANTIERS     F/SOGEM TP  : REGLEMENT    FACTURES          0/ LE ROI  DES  CHANTIERSF/     SOGEM   TP: O/LE  ROI  DES  CHANTIERS     F/SOGEM TP    REGLEMENT    FACTURES
;21/05/2024;LE ROI DES CHANTIERS;CFAO Comptoir Francais De L'Afrique Occidentale;33.333.333,00;Traite;Validé;AFG LRC;;CFAO Comptoir Francais De L'Afrique Occidentale;;EFFETS    A L'ENCAISSEMENT- REGLEMENT
;21/05/2024;LE ROI DES CHANTIERS;BRICORAMA;7.522.000,00;Virement;Validé;AFG LRC;;BRICORAMA;;TRANSFERT     COMPTE    A COMPTE   0/  LE ROI DES  CHANTIERS    F/  BRICORAMA     - VRT  O/LE  ROI  DES  CHANTIERS FAVEUR   BRICORAMA     /RGT  FACT        0/ LE  ROI  DES  CHANTIERSF/     BRICORAMA: VRT  O/LE  ROI  DES  CHANTIERS FAVEUR   BRICORAMA     /RGT  FACT
;22/05/2024;LE ROI DES CHANTIERS;Nonni Phone;8.111.000,00;Chèque;Validé;AFG LRC;;Nonni Phone;;RETRAIT   D'ESPECES    PAR  CHEQUE    - Chèque   Num:  0000268
;24/05/2024;LE ROI DES CHANTIERS;GRAFRIQUE;1.084.275,00;Chèque;Validé;AFG LRC;;GRAFRIQUE;;CHEQUE   REÇUS    Num  cheq:  0000110
;27/05/2024;LE ROI DES CHANTIERS;CFAO Comptoir Francais De L'Afrique Occidentale;33.333.333,00;Traite;Validé;AFG LRC;;CFAO Comptoir Francais De L'Afrique Occidentale;;EFFETS   A L'ENCAISSEMENT- REGLEMENT
;27/05/2024;LE ROI DES CHANTIERS;Nonni Phone;2.630.000,00;Chèque;Validé;AFG LRC;;Nonni Phone;;RETRAIT D'ESPECES PAR CHEQUE  - Chèque Num: 0000275
;27/05/2024;LE ROI DES CHANTIERS;OMED VOYAGES;2.436.000,00;Chèque;Validé;AFG LRC;;OMED VOYAGES;;CHEQUE REÇUS  Num cheq: 0000270
;28/05/2024;LE ROI DES CHANTIERS;MEV HEBERGEMENT;1.610.000,00;Chèque;Validé;AFG LRC;;MEV HEBERGEMENT;;CHEQUE REÇUS  Num cheq: 0000111
;30/05/2024;LE ROI DES CHANTIERS;PARK INN & RADISSON BLU;9.180.000,00;Chèque;Validé;AFG LRC;;PARK INN & RADISSON BLU;;VIREMENT  PAIEMENT CH0000109
;31/05/2024;LE ROI DES CHANTIERS;OB TRANSPORT;5.000.000,00;Chèque;Validé;AFG LRC;;OB TRANSPORT;;RETRAIT D'ESPECES PAR CHEQUE  - Chèque Num: 0000278
;05/06/2024;LE ROI DES CHANTIERS;CREDIT BAIL AFG;19.889.000,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT  PRELEVEMENT PARTIEL SUR LOYERS IMPAYES CREDIT-BAIL
;14/06/2024;LE ROI DES CHANTIERS;CEG BTP;55.111.038,00;Virement;Validé;AFG LRC;;CEG BTP;;VIREMENT      0/  LE  ROIDES  CHANTIERS Fl  C.E.G  BTP GABON
;14/06/2024;LE ROI DES CHANTIERS;GABON TELECOM;8.872.348,00;Virement;Validé;AFG LRC;;GABON TELECOM;;VIREMENT   LB   -  0/  LE  ROI  DES CHANTIERS    F/ GABON   TELECOM/MOOV AFRICA  -LB000012953     PAIEMENT F/SSEURS     A PAYER 11 JUIN  2024  O/LE ROIS  DES  CHANTIERS    F/DIVERS
;17/06/2024;LE ROI DES CHANTIERS;CREDIT BAIL AFG;61.076.565,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT  REGULARISATION LOYERS IMPAYES
;19/06/2024;LE ROI DES CHANTIERS;EBTP, Entreprise Bâtiment et Travaux Publics;30.000.000,00;Chèque;Validé;ORABANK LRC;;EBTP, Entreprise Bâtiment et Travaux Publics;;5120777 Ret cheq N° 5120777 du 19/06/2024 MR MBA BERTRAND
;19/06/2024;LE ROI DES CHANTIERS;SOCIETE MAISSA ARCHITECTURES;200.000.000,00;Virement;Validé;AFG LRC;;SOCIETE MAISSA ARCHITECTURES;;VIREMENT LB  -  O/ LE ROI DES CHANTIERS MULTIPLE
;19/06/2024;LE ROI DES CHANTIERS;EECSG;10.000.000,00;Virement;Validé;AFG LRC;;EECSG;;VIREMENT LB  -  O/ LE ROI DES CHANTIERS MULTIPLE
;19/06/2024;LE ROI DES CHANTIERS;PYRAMID ENGINEERING;13.003.331,00;Virement;Validé;AFG LRC;;PYRAMID ENGINEERING;;VIREMENT LB  -  O/ LE ROI DES CHANTIERS MULTIPLE
;19/06/2024;LE ROI DES CHANTIERS;COBEN GABON;4.913.750,00;Virement;Validé;AFG LRC;;COBEN GABON;;VIREMENT LB  -  O/ LE ROI DES CHANTIERS MULTIPLE
;19/06/2024;LE ROI DES CHANTIERS;TSAKO SARL;37.537.500,00;Virement;Validé;AFG LRC;;TSAKO SARL;;VIREMENT LB  -  O/ LE ROI DES CHANTIERS MULTIPLE
;19/06/2024;LE ROI DES CHANTIERS;SOGEM TP;90.000.000,00;Virement;Validé;AFG LRC;;SOGEM TP;;TRANSFERT COMPTE A COMPTE 0/  LE ROI DES CHANTIERS Fl SOGEM TP - RGT FACT      O/ LE ROIDES CHANTIERSF/ SOGEM TP: RGT FACT
;28/06/2024;LE ROI DES CHANTIERS;CREDIT BAIL AFG;14.080.782,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT ENCAISSEMENT LOYER CB
;05/07/2024;LE ROI DES CHANTIERS;INOVARE;28.238.663,00;Virement;Validé;ORABANK LRC;;INOVARE;;VIREMENT MULTI NC CPT DEBIT Motif RGT FOURNISSEUR JUIN 24
;05/07/2024;LE ROI DES CHANTIERS;PIECES EQUIP'AUTO SA;9.543.634,00;Virement;Validé;ORABANK LRC;;PIECES EQUIP'AUTO SA;;
;05/07/2024;LE ROI DES CHANTIERS;SMYLE BY E&M;5.850.000,00;Virement;Validé;ORABANK LRC;;SMYLE BY E&M;;
;08/07/2024;LE ROI DES CHANTIERS;CFAO Comptoir Francais De L'Afrique Occidentale;33.333.335,00;Traite;Validé;AFG LRC;;CFAO Comptoir Francais De L'Afrique Occidentale;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;12/07/2024;LE ROI DES CHANTIERS;CREDIT BAIL AFG;25.480.819,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT REGULARISATION DUR  DIVERS LOYERS IMPAYES MAI & JUIN  2024 PENALITE DE RETARD FCFA 366  391
;12/07/2024;LE ROI DES CHANTIERS;CREDIT BAIL AFG;219.956.783,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT REGULARISATION DUR  DIVERS LOYERS IMPAYES MAI & JUIN  2024 PENALITE DE RETARD FCFA 2  843 885
;12/07/2024;LE ROI DES CHANTIERS;CREDIT BAIL AFG;24.405.947,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT REGULARISATION SUR   LOYER IMPAYE  DU 30/06/2024  PENALITE DE RETARD FCFA 86 819
;12/07/2024;LE ROI DES CHANTIERS;CREDIT BAIL AFG;50.712.143,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT REGULARISATION SUR   LOYER IMPAYE  DU 30/06/2024  PENALITE DE RETARD FCFA 180 398
;12/07/2024;LE ROI DES CHANTIERS;CREDIT BAIL AFG;64.023.376,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT REGULARISATION SUR   LOYER IMPAYE  DU 30/06/2024  PENALITE DE RETARD
;16/07/2024;LE ROI DES CHANTIERS;TOMAI VOYAGES;2.795.000,00;Chèque;Validé;AFG LRC;;TOMAI VOYAGES;;CHEQUE RECUS CHEQUE RECU  NUMERO 0000120
;18/07/2024;LE ROI DES CHANTIERS;DMH GABON;34.300.000,00;Chèque;Validé;AFG LRC;;DMH GABON;;CHEQUE RECUS CHEQUE RECU  NUMERO 0000125
;19/07/2024;LE ROI DES CHANTIERS;GABON TELECOM;4.000.000,00;Virement;Validé;BGFI LRC;;GABON TELECOM;;VIR.EMIS  GABON TELECOM
;22/07/2024;LE ROI DES CHANTIERS;SOCIETE YARA CONSTRUCTION BTP;14.570.000,00;Chèque;Validé;AFG LRC;;SOCIETE YARA CONSTRUCTION BTP;;RETRAIT D'ESPECES PAR CHEQUE  -- Cheque Num: 0000297
;22/07/2024;LE ROI DES CHANTIERS;EBTP, Entreprise Bâtiment et Travaux Publics;50.000.000,00;Chèque;Validé;AFG LRC;;EBTP, Entreprise Bâtiment et Travaux Publics;;CHEQUE RECUS CHEQUE RECU  NUMERO 0000127
;22/07/2024;LE ROI DES CHANTIERS;CIMAF;16.200.000,00;Virement;Validé;AFG LRC;;CIMAF;;VIREMENT EMIS    O/ LE ROI DES  CHANTIERS F/ CIMAF O/LE ROI DES  CHANTIERS F/CIMAF/RGLMT  FACTURE
;22/07/2024;LE ROI DES CHANTIERS;PYRAMID ENGINEERING;13.003.331,00;Virement;Validé;AFG LRC;;PYRAMID ENGINEERING;;VIREMENT EMIS    O/ LE ROI DES  CHANTIERS F/ PYRAMID  ENGINEERING O/LE ROI DES  CHANTIERS F/PYRAMID  ENGINEERING/RGLMT FACTURE
;22/07/2024;LE ROI DES CHANTIERS;SOGEM TP;27.846.000,00;Virement;Validé;AFG LRC;;SOGEM TP;;TRANSFERT COMPTE A COMPTE O/  LE ROI DES CHANTIERS F/ SOGEM TP  - O/LE ROI DES CHANTIERS F/SOGEM  TP/RGLMT FACTURE      O/ LE ROI DES CHANTIERSF/ SOGEM TP: O/LE ROI  DES CHANTIERS F/SOGEM TP/RGLMT  FACTURE
;24/07/2024;LE ROI DES CHANTIERS;Nonni Phone;1.440.000,00;Chèque;Validé;AFG LRC;;Nonni Phone;;RETRAIT D'ESPECES PAR CHEQUE  -- Cheque Num: 0000300
;24/07/2024;LE ROI DES CHANTIERS;BUREAU METHODIQUE DE CONSTRUCTION;250.000.000,00;Virement;Validé;AFG LRC;;BUREAU METHODIQUE DE CONSTRUCTION;;TRANSFERT COMPTE A COMPTE O/  LE ROI DES CHANTIERS F/ BUREAU  METHODIQUE DE CONSTRUCTION D -  RGT FACT      O/ LE ROI DES  CHANTIERSF/ BUREAU METHODIQUE  DE CONSTRUCTION D: RGT FACT
;25/07/2024;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;25/07/2024;LE ROI DES CHANTIERS;AUTO DESIGN BARAKA;50.000.000,00;Chèque;Validé;AFG LRC;;AUTO DESIGN BARAKA;;RETRAIT D'ESPECES PAR CHEQUE  -- Cheque Num: 0000287
;26/07/2024;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.402.344,00;Virement;Validé;BGFI LRC;;TRACTAFRIC EQUIPMENT GABON;;VIR.EMIS  TRACTAFRIC
;26/07/2024;LE ROI DES CHANTIERS;AFRICO FINANCE AND ADVISORY;20.000.000,00;Chèque;Validé;BGFI LRC;;AFRICO FINANCE AND ADVISORY;;CHEQUE NO  8878690
;26/07/2024;LE ROI DES CHANTIERS;OMED VOYAGES;2.875.500,00;Chèque;Validé;BGFI LRC;;OMED VOYAGES;;CHEQUE NO  8878692
;26/07/2024;LE ROI DES CHANTIERS;GABON TELECOM;4.079.556,00;Chèque;Validé;BGFI LRC;;GABON TELECOM;;CHEQUE NO  8878691
;30/07/2024;LE ROI DES CHANTIERS;INOVARE;1.389.500,00;Chèque;Validé;BGFI LRC;;INOVARE;;CHEQUE NO  8878693
;02/08/2024;LE ROI DES CHANTIERS;AXA ASSURANCES GABON;3.815.907,00;Chèque;Validé;BGFI LRC;;AXA ASSURANCES GABON;;CHEQUE NO  8878695
;02/08/2024;LE ROI DES CHANTIERS;SOGAM EQUIP;14.464.964,00;Chèque;Validé;AFG LRC;;SOGAM EQUIP;;REMISE DE CHEQUE INTRA DEBIT  CHEQUE INTERNE NUMERO 0000131
;02/08/2024;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;07/08/2024;LE ROI DES CHANTIERS;SONE COM;45.000.000,00;Virement;Validé;BGFI LRC;;SONE COM;;VIR.EMIS  SONE COM X SARL
;08/08/2024;LE ROI DES CHANTIERS;IDEES 2000;14.737.204,00;Chèque;Validé;AFG LRC;;IDEES 2000;;REMISE DE CHEQUE INTRA DEBIT  CHEQUE INTERNE NUMERO 0000138
;09/08/2024;LE ROI DES CHANTIERS;GABON TECH;2.486.160,00;Chèque;Validé;AFG LRC;;GABON TECH;;CHEQUE RECUS CHEQUE RECU  NUMERO 0000137
;13/08/2024;LE ROI DES CHANTIERS;SODIM TP;47.115.000,00;Chèque;Validé;AFG LRC;;SODIM TP;;ENCAISSEMENT DE CHEQUE NOS  CAISSES  --Cheque Num: 0000132
;20/08/2024;LE ROI DES CHANTIERS;PARK INN & RADISSON BLU;5.100.000,00;Chèque;Validé;AFG LRC;;PARK INN & RADISSON BLU;;REGULARISATION REGULARISA  ECRITURE DU 19 08 2024 CHEQUE NR  0000141 ORDRE LE ROI  DES  CHANTIERS  FAVEUR  RADISSON BLU REF 02005fx242320401
;21/08/2024;LE ROI DES CHANTIERS;LES MATERIAUX REUNIS SA;838.490,00;Chèque;Validé;AFG LRC;;LES MATERIAUX REUNIS SA;;REGULARISATION REGULARISATION  ECRITURE  DU 20 08 2024 CHEQUE NR 0000144 ORDRE LE ROI DES  CHANTIERS FAV MATERIAUX  REUNIS  . REF 02005gf242330525.
;21/08/2024;LE ROI DES CHANTIERS;PARK INN & RADISSON BLU;9.180.000,00;Chèque;Validé;AFG LRC;;PARK INN & RADISSON BLU;;REGULARISATION REGULARISATION  ECRITURE  DU 20 08 2024  CHEQUE  NR 0000140 ORDRE LE ROI DES  CHANTIER  FAV RADISSON BLU  REF  02005fx242320397
;11/09/2024;LE ROI DES CHANTIERS;TIDJ PRODUCTION;2.708.200,00;Chèque;Validé;ORABANK LRC;;TIDJ PRODUCTION;;5120735 Ret cheq N° 5120735 du 11/09/2024 MR TIDJANI ISSAKA
;13/09/2024;LE ROI DES CHANTIERS;SCI ADRIANA & KURTHYS;3.572.240,00;Chèque;Validé;ORABANK LRC;;SCI ADRIANA & KURTHYS;;5120738 Ret cheq N° 5120738 du 13/09/2024 MR FANGNOU DJOKOUA RICHARD
;13/09/2024;LE ROI DES CHANTIERS;SMYLE BY E&M;9.891.800,00;Chèque;Validé;ORABANK LRC;;SMYLE BY E&M;;5120734 Ret cheq N° 5120734 du 13/09/2024 MME DIANGA POPESCU MARYLENE
;13/09/2024;LE ROI DES CHANTIERS;ASTRAL;11.000.000,00;Virement;Validé;ORABANK LRC;;ASTRAL;;Virmt fav. EMF.BAMBOO.SA RGT FAC RDC FAV ASTRAL
;13/09/2024;LE ROI DES CHANTIERS;AURIOLE PEINTURE;5.329.325,00;Virement;Validé;ORABANK LRC;;AURIOLE PEINTURE;;AURIOLE PEINTURE Vir fav: Banque: BGFI Bank Gabon RGT FOURNISSEURS
;13/09/2024;LE ROI DES CHANTIERS;EVA CONSTRUCTION;13.657.500,00;Virement;Validé;ORABANK LRC;;EVA CONSTRUCTION;;EVA CONSTRUCTION Vir fav: Banque: BGFI Bank Gabon RGT FOURNISSEURS
;13/09/2024;LE ROI DES CHANTIERS;GEANT CONSTRUCTION;5.121.150,00;Virement;Validé;ORABANK LRC;;GEANT CONSTRUCTION;;GEANT CONSTRUCTION Vir fav: Banque: BGFI Bank Gabon RGT FOURNISSEURS
;13/09/2024;LE ROI DES CHANTIERS;NZALY & FILS btp;3.396.000,00;Virement;Validé;ORABANK LRC;;NZALY & FILS btp;;NZALY & FILS BTP Vir fav: Banque: BICIG Gabon RGT FOURNISSEURS
;13/09/2024;LE ROI DES CHANTIERS;CIMAF;24.300.000,00;Virement;Validé;ORABANK LRC;;CIMAF;;CIMAF Vir fav: Banque: UBA GABON RGT FOURNISSEURS
;20/09/2024;LE ROI DES CHANTIERS;SCI ADRIANA & KURTHYS;3.572.240,00;Chèque;Validé;ORABANK LRC;;SCI ADRIANA & KURTHYS;;5120751 Ret cheq No. 5120751 du 20/09/2024
;20/09/2024;LE ROI DES CHANTIERS;S BAC IMMO;2.640.000,00;Chèque;Validé;BGFI LRC;;S BAC IMMO;;RETRAIT CH 8878719
;23/09/2024;LE ROI DES CHANTIERS;KORUM;23.648.275,00;Chèque;Validé;BGFI LRC;;KORUM;;CHEQUE NO  8878716
;24/09/2024;LE ROI DES CHANTIERS;GRAFRIQUE;3.000.000,00;Chèque;Validé;ORABANK LRC;;GRAFRIQUE;;5120760 Ret cheq N° 5120760 du 24/09/2024 MME NKOVET OWANGA RAISSA .A
;24/09/2024;LE ROI DES CHANTIERS;IDEES 2000;6.595.290,00;Chèque;Validé;ORABANK LRC;;IDEES 2000;;5120759 Ret cheq No. 5120759 du 24/09/2024
;24/09/2024;LE ROI DES CHANTIERS;GEOTECHNIC SUARL;12.000.000,00;Virement;Validé;BGFI LRC;;GEOTECHNIC SUARL;;VIR.EMIS  GEOTECHNIC SUARL
;24/09/2024;LE ROI DES CHANTIERS;LGS;10.372.250,00;Chèque;Validé;BGFI LRC;;LGS;;CHEQUE NO  8878724
;24/09/2024;LE ROI DES CHANTIERS;GABON TECH;4.295.995,00;Chèque;Validé;BGFI LRC;;GABON TECH;;CHEQUE NO  8878725
;24/09/2024;LE ROI DES CHANTIERS;STE CODALEC SARL;3.724.975,00;Chèque;Validé;BGFI LRC;;STE CODALEC SARL;;CHEQUE NO  8878721
;24/09/2024;LE ROI DES CHANTIERS;SOGEM TP;1.927.800,00;Chèque;Validé;BGFI LRC;;SOGEM TP;;CHEQUE NO  8878626
;24/09/2024;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;VIREMENT RGLT EFFET TRACTAFRIC   ECHEANCE AU 30/08/2024
;24/09/2024;LE ROI DES CHANTIERS;OMNIUM GABON;50.000.000,00;Chèque;Validé;AFG LRC;;OMNIUM GABON;;VIREMENT PAIEMENT CH 0000362
;25/09/2024;LE ROI DES CHANTIERS;OMED VOYAGES;2.312.300,00;Chèque;Validé;BGFI LRC;;OMED VOYAGES;;CHEQUE NO  8878723
;25/09/2024;LE ROI DES CHANTIERS;COBEN GABON;4.879.594,00;Chèque;Validé;BGFI LRC;;COBEN GABON;;CHEQUE NO  8878579
;25/09/2024;LE ROI DES CHANTIERS;INOVARE;2.415.600,00;Chèque;Validé;BGFI LRC;;INOVARE;;CHEQUE NO  8878711
;25/09/2024;LE ROI DES CHANTIERS;GRAFRIQUE;3.000.000,00;Chèque;Validé;BGFI LRC;;GRAFRIQUE;;CHEQUE NO  8878722
;25/09/2024;LE ROI DES CHANTIERS;CREDIT BAIL AFG;94.105.086,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;VIREMENT PRELVT LOYERS IMPAYES  CB+ PENALITES DE RETARD
;26/09/2024;LE ROI DES CHANTIERS;GABON TELECOM;8.744.741,00;Chèque;Validé;BGFI LRC;;GABON TELECOM;;CHEQUE NO  8878577
;26/09/2024;LE ROI DES CHANTIERS;SMYLE BY E&M;3.640.000,00;Chèque;Validé;BGFI LRC;;SMYLE BY E&M;;CHEQUE NO  8878629
;26/09/2024;LE ROI DES CHANTIERS;TOMAI VOYAGES;474.850,00;Chèque;Validé;BGFI LRC;;TOMAI VOYAGES;;CHEQUE NO  8878627
;26/09/2024;LE ROI DES CHANTIERS;SODIM TP;1.431.143,00;Chèque;Validé;BGFI LRC;;SODIM TP;;CHEQUE NO  8878631
;30/09/2024;LE ROI DES CHANTIERS;TOYOTA GABON;34.166.699,00;Traite;Validé;AFG LRC;;TOYOTA GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;30/09/2024;LE ROI DES CHANTIERS;TOYOTA GABON;34.166.699,00;Traite;Validé;AFG LRC;;TOYOTA GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;30/09/2024;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;30.150.736,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;02/10/2024;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;03/10/2024;LE ROI DES CHANTIERS;TOMAI VOYAGES;190.600,00;Chèque;Validé;BGFI LRC;;TOMAI VOYAGES;;CHEQUE NO  8878648
;08/10/2024;LE ROI DES CHANTIERS;GABON MECA;938.205,00;Chèque;Validé;BGFI LRC;;GABON MECA;;CHEQUE NO  8878640
;08/10/2024;LE ROI DES CHANTIERS;GABON MECA;620.499,00;Chèque;Validé;BGFI LRC;;GABON MECA;;CHEQUE NO  8878639
;10/10/2024;LE ROI DES CHANTIERS;SCI ADRIANA & KURTHYS;3.072.240,00;Chèque;Validé;BGFI LRC;;SCI ADRIANA & KURTHYS;;RETRAIT CH 8878587
;10/10/2024;LE ROI DES CHANTIERS;SCI ADRIANA & KURTHYS;1.526.120,00;Chèque;Validé;BGFI LRC;;SCI ADRIANA & KURTHYS;;RETRAIT CH 8878641
;10/10/2024;LE ROI DES CHANTIERS;BATIPLUS;30.000.000,00;Virement;Validé;BGFI LRC;;BATIPLUS;;VIR.EMIS  BATI PLUS
;10/10/2024;LE ROI DES CHANTIERS;COLAS GABON;41.637.250,00;Virement;Validé;BGFI LRC;;COLAS GABON;;VIR.EMIS  COLAS GABON
;10/10/2024;LE ROI DES CHANTIERS;COTEXA SAS;44.268.000,00;Virement;Validé;BGFI LRC;;COTEXA SAS;;VIR.EMIS  COTEXA SAS
;10/10/2024;LE ROI DES CHANTIERS;GABOIL;46.200.000,00;Virement;Validé;BGFI LRC;;GABOIL;;VIR.EMIS  GAB OIL
;10/10/2024;LE ROI DES CHANTIERS;CIMAF;41.000.000,00;Virement;Validé;BGFI LRC;;CIMAF;;VIR.EMIS  CIMAF
;10/10/2024;LE ROI DES CHANTIERS;OMED VOYAGES;20.000.000,00;Virement;Validé;BGFI LRC;;OMED VOYAGES;;VIR.EMIS  OMED VOYAGES
;10/10/2024;LE ROI DES CHANTIERS;PYRAMID ENGINEERING;20.000.000,00;Virement;Validé;BGFI LRC;;PYRAMID ENGINEERING;;VIR.EMIS  PYRAMID ENGINEERING
